Name T I01med I01q25 I01q75 I01er n1med n1q25 n1q75 n1er Rsh1med Rsh1q25 Rsh1q75 Rsh1er I02med I02q25 I02q75 I02er n2med n2q25 n2q75 n2er Rsh2med Rsh2q25 Rsh2q75 Rsh2er Rsmed Rsq25 Rsq75 Rser Iphmed Iphq25 Iphq75 Ipher rmsremed rmsreq25 rmsreq75 
MABC 280 8.084377372E-06 1.002424058E-07 3.198009872E-05 4.610415085E-01 5.858399195E+00 3.370785192E+00 1.337458108E+01 9.637616080E-03 4.747970149E+02 6.828946770E+01 1.319285178E+03 9.525202985E-01 2.570927497E-05 2.380551802E-05 3.944920124E-05 1.975773683E-01 1.368657233E+00 8.394268290E-01 3.146245158E+00 5.086871471E-01 4.375562705E+03 4.110371178E+03 5.551507471E+03 1.446089001E-01 1.471651451E+02 3.918803982E+00 3.767987750E+02 3.905504836E+00 1.522389007E-03 1.095896322E-03 6.776323240E-03 5.534581703E-01 5.303167257E-01 2.350016250E-01 5.488871524E-01
MABC 290 1.159251166E-05 1.039350113E-06 7.423782898E-05 2.271658895E-01 7.280044343E+00 3.870999317E+00 1.516791147E+01 2.746447639E-01 6.405828803E+02 3.842181700E+02 1.382364303E+03 9.359417120E-01 5.045653587E-05 4.390433713E-05 8.243306018E-05 1.104169139E-01 1.194808869E+00 5.484369783E-01 2.781667885E+00 5.613992758E-01 2.710261464E+03 2.453806741E+03 3.964478156E+03 1.632852828E-01 3.485214954E+01 5.133703687E+00 2.364827992E+02 1.286962616E-01 1.181079946E-03 1.084229346E-03 2.465434219E-03 1.930100467E-01 5.208984022E-01 2.733378461E-01 6.542104446E-01
MABC 300 3.577251962E-06 3.401360865E-07 6.963239999E-05 7.615165359E-01 5.747483657E+00 3.739651901E+00 1.251781861E+01 4.101297745E-02 5.187069577E+02 1.444636218E+02 1.194104114E+03 9.481293042E-01 1.117074136E-04 8.889423408E-05 1.569969147E-04 1.556946783E-01 8.935437650E-01 5.069799669E-01 3.179905951E+00 6.649210881E-01 1.865406651E+03 1.534072864E+03 3.214867498E+03 1.178425334E-01 9.368894575E+01 1.273325426E+01 3.329097525E+02 8.737789150E-01 1.502373754E-03 1.096803085E-03 4.344082724E-03 5.023737542E-01 6.988643654E-01 4.258550777E-01 7.992911292E-01
MABC 310 1.765707682E-06 2.714035504E-08 3.332526918E-05 8.822861545E-01 4.588551275E+00 2.213604100E+00 9.516248231E+00 1.411952719E-01 6.357666282E+02 3.452745734E+02 1.470416882E+03 9.364233372E-01 1.955328303E-04 1.317229047E-04 2.756722509E-04 2.285952497E-01 7.678016242E-01 5.071536649E-01 4.051393249E+00 7.061499957E-01 1.119110259E+03 9.683948792E+02 2.140534411E+03 2.113159680E-01 9.536458663E+01 9.368841123E+00 2.516557095E+02 5.894097771E-01 1.303970576E-03 1.151059175E-03 2.083091132E-03 2.910599761E-01 6.692384778E-01 2.379223215E-01 9.458210559E-01
MABC 320 6.956111512E-06 1.864680473E-08 9.956821601E-05 5.362592325E-01 8.905690189E+00 3.718032576E+00 1.757295621E+01 7.205793446E-01 1.303318189E+03 3.732853187E+02 6.310960145E+03 8.696681811E-01 1.191793931E-06 5.684487307E-09 2.435830683E-04 9.953080423E-01 5.630717175E+00 1.804230201E+00 1.546128059E+01 1.197353044E+00 3.495922260E+02 1.872279938E+02 6.478500216E+02 6.418863161E-01 4.221612971E+01 4.796024750E+00 1.348018014E+02 3.969124327E-01 1.305924706E-03 1.069088051E-03 2.081171880E-03 2.803183397E-01 8.318661898E-01 2.283454393E-01 1.005995346E+00
MABC 330 1.730478115E-06 2.143240613E-08 6.007334939E-05 8.846347923E-01 3.383468196E+00 2.008218769E+00 8.129390755E+00 3.258862553E-01 1.973616302E+03 1.247218182E+03 6.359534392E+03 8.026383698E-01 3.780539531E-04 2.315872155E-04 8.667254506E-04 4.065303141E-02 1.497573873E+00 5.347286687E-01 7.641749244E+00 4.045790627E-01 4.528213601E+02 3.245952466E+02 7.103296705E+02 3.408703432E-01 6.059649256E+01 9.335939254E+00 1.294261654E+02 2.425438429E-01 1.123351615E-03 1.045911801E-03 1.199932369E-03 9.063263562E-02 1.902733434E-01 1.268860454E-01 6.015521993E-01
MABC 340 8.929250567E-06 9.502504219E-07 2.331433155E-05 4.047166289E-01 4.377297447E+00 3.092651548E+00 5.683650157E+00 1.014502666E-01 2.390718910E+03 1.414540419E+03 4.281452749E+03 7.609281090E-01 6.823670204E-04 2.685776186E-04 1.022937015E-03 1.453241690E-01 2.244320482E+00 7.146824891E-01 6.272301861E+00 9.158456665E-02 4.001965262E+02 2.082196199E+02 1.129140852E+03 1.891762069E-01 4.316057419E+01 8.624173580E-01 1.252987577E+02 5.204380646E-01 1.105246304E-03 1.051358241E-03 1.179848151E-03 6.273683077E-02 1.923113443E-01 1.041629827E-01 4.718769889E-01
MABC 350 3.561012116E-06 1.365943775E-07 2.246610779E-05 7.625991923E-01 3.585820950E+00 2.275827715E+00 5.379262557E+00 2.422712105E-01 3.210058155E+03 1.708884928E+03 1.174656158E+04 6.789941845E-01 4.511023807E-04 1.015782157E-04 1.163572151E-03 4.872191592E-01 3.129136441E+00 1.249890996E+00 1.085646194E+01 2.884679462E-01 2.416327278E+02 1.682231878E+02 3.560138264E+02 3.313298953E-01 2.999065546E+01 2.752969637E+00 1.220989840E+02 7.000934454E-01 1.076261996E-03 1.043340798E-03 1.141443569E-03 2.501142476E-02 1.165241279E-01 1.032575595E-01 1.515142704E-01
TLBO 260 1.499982907E-05 1.250592030E-05 1.499982925E-05 1.139530043E-05 6.370411656E+00 6.131635597E+00 6.370411672E+00 4.630338783E-06 1.000193323E+04 7.200992284E+03 1.000193349E+04 1.933230632E-04 8.961007405E-06 8.958341434E-06 8.961007405E-06 7.736333443E-07 2.923073925E+00 2.921337581E+00 2.923073926E+00 1.025500590E-06 1.417530796E+04 1.417293542E+04 1.417530796E+04 6.271024312E-07 1.000250702E+01 1.000250670E+01 1.315903716E+01 2.507017191E-04 9.599958014E-04 9.599958011E-04 9.645054882E-04 4.373508524E-06 9.950371982E-02 9.950371906E-02 9.950392120E-02
TLBO 270 1.500413521E-05 1.500413512E-05 1.500413528E-05 2.756808602E-04 6.134852436E+00 6.134852427E+00 6.134852442E+00 5.763266685E-05 1.000716090E+04 1.000716079E+04 1.000716100E+04 7.160901766E-04 1.734877350E-05 1.734877350E-05 1.734877350E-05 4.267491958E-08 2.851853899E+00 2.851853899E+00 2.851853899E+00 7.178156651E-07 8.356098103E+03 8.356098103E+03 8.356098103E+03 5.528397383E-08 1.999472503E+01 1.999472490E+01 1.999472518E+01 2.637485674E-04 9.699890912E-04 9.699890910E-04 9.699890913E-04 1.124622878E-05 9.950371913E-02 9.950371913E-02 9.950371913E-02
TLBO 280 1.500504459E-05 1.500504454E-05 1.500504467E-05 3.363057907E-04 5.915842013E+00 5.915842009E+00 5.915842021E+00 7.309231496E-05 1.000563528E+04 1.000563522E+04 1.000563539E+04 5.635282655E-04 3.203960867E-05 3.203960866E-05 3.203960867E-05 1.249736692E-06 2.785724670E+00 2.785724670E+00 2.785724670E+00 3.727605638E-06 5.115284681E+03 5.115284681E+03 5.115284681E+03 1.436188781E-06 2.999046102E+01 2.999046084E+01 2.999046108E+01 3.179660786E-04 9.799936647E-04 9.799936646E-04 9.799936648E-04 6.464583767E-06 9.950371916E-02 9.950371916E-02 9.950371916E-02
TLBO 290 1.500069859E-05 1.500069856E-05 1.500069861E-05 4.657298564E-05 5.711485643E+00 5.711485640E+00 5.711485645E+00 9.742497538E-06 1.000118814E+04 1.000118810E+04 1.000118816E+04 1.188138226E-04 5.671932772E-05 5.671932772E-05 5.671932773E-05 3.712355516E-07 2.724138549E+00 2.724138549E+00 2.724138550E+00 2.269786651E-07 3.239171836E+03 3.239171836E+03 3.239171836E+03 4.732049979E-07 3.999906157E+01 3.999906153E+01 3.999906167E+01 2.346063207E-05 9.899980950E-04 9.899980950E-04 9.899980951E-04 1.924217703E-06 9.950371917E-02 9.950371917E-02 9.950371917E-02
TLBO 300 1.500474257E-05 1.500474253E-05 1.500474260E-05 3.161712282E-04 5.521425608E+00 5.521425605E+00 5.521425610E+00 6.821329489E-05 1.000565321E+04 1.000565317E+04 1.000565324E+04 5.653213191E-04 9.665837317E-05 9.665837317E-05 9.665837317E-05 1.377505554E-06 2.666687881E+00 2.666687881E+00 2.666687882E+00 7.955506416E-06 2.114603511E+03 2.114603511E+03 2.114603511E+03 3.551914074E-06 4.999064574E+01 4.999064568E+01 4.999064584E+01 1.870851530E-04 9.999928235E-04 9.999928235E-04 9.999928236E-04 7.176470639E-06 9.950371926E-02 9.950371926E-02 9.950371926E-02
TLBO 310 1.500784844E-05 1.500784842E-05 1.500784846E-05 5.232292251E-04 5.343554788E+00 5.343554786E+00 5.343554789E+00 1.130729361E-04 1.000887817E+04 1.000887816E+04 1.000887819E+04 8.878169075E-04 1.591513813E-04 1.591513813E-04 1.591513813E-04 1.019025828E-06 2.612948957E+00 2.612948956E+00 2.612948957E+00 1.750190454E-05 1.418968470E+03 1.418968470E+03 1.418968470E+03 6.714801492E-06 5.998400468E+01 5.998400465E+01 5.998400473E+01 2.665885967E-04 1.009989418E-03 1.009989418E-03 1.009989418E-03 1.047681673E-05 9.950371923E-02 9.950371923E-02 9.950371923E-02
TLBO 320 1.500107938E-05 1.500107935E-05 1.500107940E-05 7.195867577E-05 5.176065592E+00 5.176065590E+00 5.176065593E+00 1.587236124E-05 1.000092069E+04 1.000092066E+04 1.000092071E+04 9.206866794E-05 2.540085263E-04 2.540085263E-04 2.540085264E-04 2.801542069E-06 2.562522256E+00 2.562522256E+00 2.562522257E+00 8.685361147E-06 9.762095205E+02 9.762095203E+02 9.762095206E+02 5.039089045E-06 6.999711265E+01 6.999711257E+01 6.999711273E+01 4.124783576E-05 1.019999001E-03 1.019999001E-03 1.019999001E-03 9.792644073E-07 9.950372060E-02 9.950372060E-02 9.950372060E-02
TLBO 330 1.499774382E-05 1.499774381E-05 1.499774384E-05 1.504118352E-04 5.018969415E+00 5.018969414E+00 5.018969416E+00 3.308125113E-05 9.998080862E+03 9.998080849E+03 9.998080873E+03 1.919137637E-04 3.940744182E-04 3.940744181E-04 3.940744182E-04 3.846706422E-07 2.515095426E+00 2.515095425E+00 2.515095427E+00 2.230048688E-05 6.869929476E+02 6.869929475E+02 6.869929478E+02 8.688414545E-06 8.000634944E+01 8.000634938E+01 8.000634950E+01 7.936794564E-05 1.030002026E-03 1.030002026E-03 1.030002026E-03 1.966829290E-06 9.950371965E-02 9.950371965E-02 9.950371965E-02
TLBO 340 1.499762664E-05 1.499762662E-05 1.499762665E-05 1.582242518E-04 4.871346004E+00 4.871346003E+00 4.871346005E+00 3.444899142E-05 9.997747170E+03 9.997747154E+03 9.997747182E+03 2.252830383E-04 5.957859587E-04 5.957859585E-04 5.957859588E-04 1.520697064E-06 2.470501828E+00 2.470501826E+00 2.470501829E+00 3.497456516E-05 4.935615618E+02 4.935615616E+02 4.935615620E+02 1.266524431E-05 9.000666850E+01 9.000666844E+01 9.000666857E+01 7.409447617E-05 1.040002350E-03 1.040002350E-03 1.040002350E-03 2.259601081E-06 9.950372142E-02 9.950372142E-02 9.950372142E-02
TLBO 350 1.500319066E-05 1.500319063E-05 1.500319069E-05 2.127105110E-04 4.732543961E+00 4.732543959E+00 4.732543963E+00 4.569576437E-05 1.000363773E+04 1.000363771E+04 1.000363776E+04 3.637733585E-04 8.797184177E-04 8.797184171E-04 8.797184196E-04 8.183659578E-07 2.428739279E+00 2.428739275E+00 2.428739288E+00 6.911470171E-05 3.613735242E+02 3.613735237E+02 3.613735256E+02 2.873990487E-05 9.999148038E+01 9.999148013E+01 9.999148052E+01 8.519615167E-05 1.049995774E-03 1.049995773E-03 1.049995774E-03 4.025216783E-06 9.950371968E-02 9.950371968E-02 9.950377767E-02
GOTLBO 260 5.375065652E-06 5.261047546E-08 1.441034221E-04 6.416622899E-01 7.285727115E+00 3.513490397E+00 1.280588495E+01 1.436770138E-01 4.151551907E+02 2.123046240E+02 5.265036386E+03 9.584844809E-01 9.570981233E-06 4.242083173E-06 1.900088779E-05 6.806895654E-02 2.855778631E+00 1.765566817E+00 4.096585693E+00 2.302309984E-02 1.361442664E+04 1.140746178E+04 2.008203115E+04 3.956808987E-02 1.296271624E+01 1.471729851E+00 2.254216128E+02 2.962716245E-01 2.679672038E-03 1.402079267E-03 1.400480294E-02 1.791325040E+00 3.903105411E-01 2.730756770E-01 6.079329874E-01
GOTLBO 270 4.367673616E-05 4.505426334E-07 3.044677150E-04 1.911782411E+00 7.248782055E+00 3.380568180E+00 1.715422361E+01 1.816420847E-01 6.006797298E+02 1.302495143E+02 1.142978427E+04 9.399320270E-01 1.741046741E-05 6.046993118E-06 4.421305128E-05 3.556138904E-03 2.177648499E+00 7.978311242E-01 5.522648457E+00 2.364089678E-01 7.658993506E+03 6.482366515E+03 1.842301037E+04 8.342460379E-02 3.589857400E+01 1.962892287E+00 3.982215757E+02 7.949287002E-01 3.309881269E-03 1.256624846E-03 2.676994794E-02 2.412248731E+00 4.688312737E-01 3.686137271E-01 6.774358491E-01
GOTLBO 280 2.955158175E-06 1.135820136E-07 7.180229214E-05 8.029894550E-01 6.775885313E+00 3.058356265E+00 1.535042173E+01 1.454634122E-01 3.381275004E+02 1.178437589E+02 1.613950541E+03 9.661872500E-01 6.455024884E-05 2.182868212E-05 9.269961582E-05 1.014704055E+00 3.811157072E+00 1.149043012E+00 6.448610000E+00 3.681076669E-01 7.513057123E+03 3.955646658E+03 1.529151015E+04 4.687487368E-01 2.345567476E+01 2.454348411E+00 2.600969546E+02 2.181441747E-01 2.751676823E-03 1.560818559E-03 2.875958888E-02 1.807833492E+00 6.791841715E-01 5.207276497E-01 8.768421760E-01
GOTLBO 290 2.964123048E-05 1.764808030E-06 2.549547722E-04 9.760820317E-01 6.502355952E+00 3.598166769E+00 1.882244369E+01 1.384812477E-01 5.396769312E+02 2.185185503E+02 2.478132375E+03 9.460323069E-01 1.209349103E-04 5.124424494E-05 2.009018765E-04 1.132164820E+00 4.702098044E+00 1.059054733E+00 9.669578471E+00 7.260866236E-01 5.702573972E+03 2.462259979E+03 1.119984692E+04 7.605045237E-01 2.352653787E+01 2.971657930E+00 1.697101996E+02 4.118365534E-01 4.307258956E-03 1.442824200E-03 2.566725960E-02 3.350766623E+00 8.632195228E-01 6.502640432E-01 9.613992185E-01
GOTLBO 300 8.742594918E-05 1.432429581E-06 2.657519343E-04 4.828396612E+00 1.096519215E+01 5.747722260E+00 1.555352827E+01 9.860704274E-01 5.278338899E+02 7.489534053E+01 4.256722189E+03 9.472166110E-01 2.151634967E-04 9.849929516E-05 2.914984829E-04 1.226023324E+00 3.176724500E+00 7.700871456E-01 9.432681737E+00 1.912716876E-01 4.085076145E+03 1.527095617E+03 9.213299557E+03 9.318470971E-01 5.680369285E+01 2.650878326E+00 2.909491652E+02 1.360738570E-01 2.443360160E-03 1.295283408E-03 1.523743418E-02 1.443360160E+00 8.487724417E-01 7.280942922E-01 9.258035666E-01
GOTLBO 310 2.252721950E-06 6.222337808E-08 1.198914059E-04 8.498185367E-01 8.842834454E+00 3.057457232E+00 1.509366073E+01 6.550470035E-01 6.691109910E+02 1.867881384E+02 2.243841970E+03 9.330889009E-01 3.911069600E-04 2.575069155E-04 6.541100647E-04 1.457449997E+00 9.523029318E+00 3.466990169E+00 1.453686234E+01 2.644616159E+00 1.939548817E+03 1.018824631E+03 7.227937586E+03 3.668815640E-01 1.458316557E+01 1.124955506E+00 1.174598807E+02 7.569472405E-01 1.874001596E-03 1.169976986E-03 5.165447561E-03 8.554471249E-01 8.736471356E-01 4.981389941E-01 1.041691960E+00
GOTLBO 320 1.431908965E-05 9.012862512E-08 2.269168937E-04 4.539402310E-02 8.418201141E+00 3.685920254E+00 1.542904291E+01 6.263964604E-01 5.695717326E+03 4.380666565E+02 7.114932503E+04 4.304282674E-01 1.005153617E-05 8.248958369E-09 5.694917436E-04 9.604282404E-01 7.804424540E+00 3.690623202E+00 1.764286490E+01 2.045629089E+00 4.174261645E+02 1.642099763E+02 7.399370968E+02 5.723988967E-01 5.169215310E+00 5.506288514E-01 6.617476206E+01 9.261540670E-01 1.374601752E-03 1.167271476E-03 2.032287985E-03 3.476487768E-01 8.050134672E-01 5.718386548E-01 9.897795813E-01
GOTLBO 330 2.040847211E-05 2.746560072E-07 1.088493622E-04 3.605648076E-01 6.155766569E+00 2.645298476E+00 9.122748467E+00 2.264595417E-01 5.917266457E+03 2.109213565E+03 3.497480107E+04 4.082733543E-01 6.324279357E-05 8.553615986E-09 7.598227547E-04 8.395155459E-01 6.992961641E+00 3.437691737E+00 1.745936663E+01 1.780334146E+00 3.816196720E+02 2.261409187E+02 7.634042698E+02 4.445119740E-01 8.225598368E+00 1.218124500E+00 6.014149475E+01 8.971800204E-01 1.128973659E-03 1.048362029E-03 1.215794236E-03 9.609093101E-02 4.612589632E-01 1.577358236E-01 6.824396721E-01
GOTLBO 340 1.100344513E-05 5.282491078E-07 9.441979392E-05 2.664369910E-01 4.669088234E+00 2.828337678E+00 9.170415798E+00 4.155291273E-02 5.155825826E+03 1.889475371E+03 1.504771918E+04 4.844174174E-01 1.668070235E-04 2.425179436E-07 1.059191166E-03 7.200214696E-01 1.036131569E+01 2.928656370E+00 1.565273856E+01 3.193865876E+00 2.557931882E+02 1.552230668E+02 4.429253104E+02 4.817466183E-01 1.071617997E+01 2.207096435E+00 7.911301047E+01 8.809313337E-01 1.118121496E-03 1.047967783E-03 1.173004292E-03 7.511682266E-02 3.345905286E-01 1.653946293E-01 6.448200874E-01
GOTLBO 350 1.654536729E-05 3.072819760E-06 1.562157958E-04 1.030244859E-01 5.079932796E+00 3.510793203E+00 1.014189122E+01 7.345329901E-02 7.129809841E+03 2.468892832E+03 3.781018289E+04 2.870190159E-01 5.274887016E-05 1.140638918E-07 1.089253951E-03 9.400388667E-01 1.214357414E+01 4.401989317E+00 1.787711753E+01 4.000295233E+00 1.729478556E+02 6.919789381E+01 2.552849952E+02 5.214015014E-01 4.664287852E+00 9.814459387E-01 4.776740679E+01 9.533571215E-01 1.101079389E-03 1.063329335E-03 1.128957315E-03 4.864703725E-02 3.104711453E-01 1.247366101E-01 5.662970021E-01
STLBO 260 1.499982922E-05 1.499982913E-05 1.499982927E-05 1.138550683E-05 6.370411669E+00 6.370411661E+00 6.370411674E+00 4.628239183E-06 1.000193345E+04 1.000193332E+04 1.000193354E+04 1.933446674E-04 8.961007405E-06 8.961007405E-06 8.961007405E-06 7.735831285E-07 2.923073926E+00 2.923073926E+00 2.923073926E+00 1.025443443E-06 1.417530796E+04 1.417530796E+04 1.417530796E+04 6.270851934E-07 1.000250679E+01 1.000250672E+01 1.000250693E+01 2.506788471E-04 9.599958012E-04 9.599958010E-04 9.599958013E-04 4.373787306E-06 9.950371906E-02 9.950371906E-02 9.950371906E-02
STLBO 270 1.500413528E-05 1.500413522E-05 1.500413532E-05 2.756853737E-04 6.134852441E+00 6.134852436E+00 6.134852445E+00 5.763361827E-05 1.000716101E+04 1.000716093E+04 1.000716106E+04 7.161005871E-04 1.734877350E-05 1.734877350E-05 1.734877350E-05 4.267785057E-08 2.851853899E+00 2.851853899E+00 2.851853899E+00 7.178283376E-07 8.356098103E+03 8.356098103E+03 8.356098103E+03 5.528421720E-08 1.999472492E+01 1.999472485E+01 1.999472503E+01 2.637541115E-04 9.699890910E-04 9.699890909E-04 9.699890911E-04 1.124636315E-05 9.950371913E-02 9.950371913E-02 9.950371913E-02
STLBO 280 1.500504460E-05 1.500504455E-05 1.500504466E-05 3.363063435E-04 5.915842014E+00 5.915842010E+00 5.915842019E+00 7.309244586E-05 1.000563529E+04 1.000563523E+04 1.000563537E+04 5.635289966E-04 3.203960867E-05 3.203960866E-05 3.203960867E-05 1.249747946E-06 2.785724670E+00 2.785724670E+00 2.785724670E+00 3.727616734E-06 5.115284681E+03 5.115284681E+03 5.115284681E+03 1.436194391E-06 2.999046100E+01 2.999046087E+01 2.999046109E+01 3.179665782E-04 9.799936647E-04 9.799936646E-04 9.799936648E-04 6.464612749E-06 9.950371916E-02 9.950371916E-02 9.950371916E-02
STLBO 290 1.500069860E-05 1.500069856E-05 1.500069863E-05 4.657318988E-05 5.711485643E+00 5.711485640E+00 5.711485646E+00 9.742527527E-06 1.000118814E+04 1.000118810E+04 1.000118817E+04 1.188143427E-04 5.671932772E-05 5.671932772E-05 5.671932772E-05 3.712307778E-07 2.724138549E+00 2.724138549E+00 2.724138549E+00 2.269402362E-07 3.239171836E+03 3.239171836E+03 3.239171836E+03 4.732003207E-07 3.999906159E+01 3.999906151E+01 3.999906167E+01 2.346029968E-05 9.899980950E-04 9.899980950E-04 9.899980951E-04 1.924228962E-06 9.950371917E-02 9.950371917E-02 9.950371917E-02
STLBO 300 1.500474255E-05 1.500474253E-05 1.500474258E-05 3.161703012E-04 5.521425607E+00 5.521425605E+00 5.521425609E+00 6.821309216E-05 1.000565320E+04 1.000565317E+04 1.000565322E+04 5.653200323E-04 9.665837317E-05 9.665837317E-05 9.665837317E-05 1.377515876E-06 2.666687881E+00 2.666687881E+00 2.666687882E+00 7.955499849E-06 2.114603511E+03 2.114603511E+03 2.114603511E+03 3.551919635E-06 4.999064577E+01 4.999064569E+01 4.999064583E+01 1.870845349E-04 9.999928235E-04 9.999928235E-04 9.999928236E-04 7.176456262E-06 9.950371926E-02 9.950371926E-02 9.950371926E-02
STLBO 310 1.500784845E-05 1.500784843E-05 1.500784847E-05 5.232297350E-04 5.343554788E+00 5.343554787E+00 5.343554790E+00 1.130730484E-04 1.000887818E+04 1.000887816E+04 1.000887820E+04 8.878176628E-04 1.591513813E-04 1.591513813E-04 1.591513813E-04 1.019004948E-06 2.612948957E+00 2.612948956E+00 2.612948957E+00 1.750197423E-05 1.418968470E+03 1.418968470E+03 1.418968470E+03 6.714832666E-06 5.998400466E+01 5.998400460E+01 5.998400472E+01 2.665889329E-04 1.009989418E-03 1.009989418E-03 1.009989418E-03 1.047682470E-05 9.950371923E-02 9.950371923E-02 9.950371923E-02
STLBO 320 1.500107938E-05 1.500107936E-05 1.500107941E-05 7.195892047E-05 5.176065592E+00 5.176065590E+00 5.176065594E+00 1.587234736E-05 1.000092069E+04 1.000092067E+04 1.000092071E+04 9.206867377E-05 2.540085263E-04 2.540085263E-04 2.540085264E-04 2.801557362E-06 2.562522257E+00 2.562522256E+00 2.562522257E+00 8.685520823E-06 9.762095205E+02 9.762095204E+02 9.762095206E+02 5.039156863E-06 6.999711263E+01 6.999711257E+01 6.999711273E+01 4.124809432E-05 1.019999001E-03 1.019999001E-03 1.019999001E-03 9.792663391E-07 9.950372060E-02 9.950372060E-02 9.950372060E-02
STLBO 330 1.499774383E-05 1.499774382E-05 1.499774385E-05 1.504114521E-04 5.018969415E+00 5.018969414E+00 5.018969416E+00 3.308116749E-05 9.998080865E+03 9.998080851E+03 9.998080879E+03 1.919135278E-04 3.940744182E-04 3.940744181E-04 3.940744182E-04 3.846464504E-07 2.515095426E+00 2.515095426E+00 2.515095427E+00 2.230047288E-05 6.869929476E+02 6.869929475E+02 6.869929478E+02 8.688413152E-06 8.000634944E+01 8.000634937E+01 8.000634947E+01 7.936795089E-05 1.030002026E-03 1.030002026E-03 1.030002026E-03 1.966827390E-06 9.950371965E-02 9.950371965E-02 9.950371965E-02
STLBO 340 1.499762663E-05 1.499762662E-05 1.499762665E-05 1.582245559E-04 4.871346004E+00 4.871346003E+00 4.871346005E+00 3.444906422E-05 9.997747167E+03 9.997747154E+03 9.997747181E+03 2.252833162E-04 5.957859587E-04 5.957859585E-04 5.957859587E-04 1.520577520E-06 2.470501827E+00 2.470501825E+00 2.470501828E+00 3.497492775E-05 4.935615617E+02 4.935615615E+02 4.935615618E+02 1.266542425E-05 9.000666854E+01 9.000666843E+01 9.000666859E+01 7.409486774E-05 1.040002350E-03 1.040002350E-03 1.040002350E-03 2.259606287E-06 9.950372142E-02 9.950372142E-02 9.950372142E-02
STLBO 350 1.500319064E-05 1.500319063E-05 1.500319066E-05 2.127094016E-04 4.732543960E+00 4.732543959E+00 4.732543961E+00 4.569551562E-05 1.000363772E+04 1.000363771E+04 1.000363774E+04 3.637723808E-04 8.797184173E-04 8.797184166E-04 8.797184183E-04 8.178631294E-07 2.428739276E+00 2.428739272E+00 2.428739282E+00 6.911354733E-05 3.613735239E+02 3.613735234E+02 3.613735246E+02 2.873899548E-05 9.999148045E+01 9.999148034E+01 9.999148054E+01 8.519550352E-05 1.049995774E-03 1.049995774E-03 1.049995774E-03 4.025203072E-06 9.950371968E-02 9.950371968E-02 9.950371968E-02
